id,solver,instance,n_items,n_classes,type,objective,solver_wall_time,best_bound,opt_gap
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R1,100,1,1,2298.06,0.06,2298.06,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R1,100,1,1,2298.06,0.05,2298.06,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R1,100,1,1,2168.91,0.05,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R1,100,1,1,2168.91,0.06,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R1,100,1,1,2168.91,0.06,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R1,100,1,1,2168.91,0.05,2168.91,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R2,100,2,1,2432.09,0.07,2432.09,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R2,100,2,1,2432.09,0.11,2432.09,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R2,100,2,1,2432.09,0.07,2432.09,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R2,100,2,1,2432.09,0.07,2432.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R2,100,2,1,2383.09,0.07,2383.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R2,100,2,1,2383.09,0.07,2383.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R2,100,2,1,2383.09,0.07,2383.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R2,100,2,1,2383.09,0.07,2383.09,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R2,100,2,1,2298.16,0.08,2298.16,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R2,100,2,1,2298.16,0.07,2298.16,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R2,100,2,1,2298.16,0.07,2298.16,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R2,100,2,1,2298.16,0.07,2298.16,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R2,100,2,1,2298.06,0.07,2298.06,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R2,100,2,1,2298.06,0.07,2298.06,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R2,100,2,1,2298.06,0.11,2298.06,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R2,100,2,1,2298.06,0.07,2298.06,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R2,100,2,1,2168.91,0.07,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R2,100,2,1,2168.91,0.09,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R2,100,2,1,2168.91,0.07,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R2,100,2,1,2168.91,0.07,2168.91,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R3,100,3,1,2432.09,0.08,2432.09,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R3,100,3,1,2432.09,0.08,2432.09,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R3,100,3,1,2432.09,0.08,2432.09,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R3,100,3,1,2432.09,0.08,2432.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R3,100,3,1,2383.09,0.08,2383.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R3,100,3,1,2383.09,0.08,2383.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R3,100,3,1,2383.09,0.08,2383.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R3,100,3,1,2383.09,0.08,2383.09,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R3,100,3,1,2298.16,0.08,2298.16,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R3,100,3,1,2298.16,0.08,2298.16,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R3,100,3,1,2298.16,0.08,2298.16,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R3,100,3,1,2298.16,0.09,2298.16,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R3,100,3,1,2298.06,0.08,2298.06,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R3,100,3,1,2298.06,0.08,2298.06,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R3,100,3,1,2298.06,0.08,2298.06,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R3,100,3,1,2298.06,0.09,2298.06,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R3,100,3,1,2168.91,0.08,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R3,100,3,1,2168.91,0.08,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R3,100,3,1,2168.91,0.08,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R3,100,3,1,2168.91,0.08,2168.91,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R4,100,4,1,2432.09,0.1,2432.09,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R4,100,4,1,2432.09,0.1,2432.09,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R4,100,4,1,2432.09,0.1,2432.09,0.0
1,gurobi_lp,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R4,100,4,1,2432.09,0.1,2432.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R4,100,4,1,2383.09,0.09,2383.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R4,100,4,1,2383.09,0.09,2383.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R4,100,4,1,2383.09,0.1,2383.09,0.0
1,gurobi_lp,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R4,100,4,1,2383.09,0.1,2383.09,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R4,100,4,1,2298.16,0.1,2298.16,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R4,100,4,1,2298.16,0.12,2298.16,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R4,100,4,1,2298.16,0.1,2298.16,0.0
1,gurobi_lp,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R4,100,4,1,2298.16,0.1,2298.16,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R4,100,4,1,2298.06,0.1,2298.06,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R4,100,4,1,2298.06,0.1,2298.06,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R4,100,4,1,2298.06,0.09,2298.06,0.0
1,gurobi_lp,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R4,100,4,1,2298.06,0.1,2298.06,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R4,100,4,1,2168.91,0.1,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R4,100,4,1,2168.91,0.1,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R4,100,4,1,2168.91,0.1,2168.91,0.0
1,gurobi_lp,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R4,100,4,1,2168.91,0.1,2168.91,0.0
