id,solver,instance,n_items,n_classes,type,objective,solver_wall_time,best_bound,opt_gap,termination_reason,columns,iterations,iterations_heuristic,iterations_exact,frac_iter_heuristic,frac_iter_exact,time_master,time_sub,time_sub_heuristic,time_sub_exact,frac_time_master,frac_time_sub,frac_time_sub_heuristic,frac_time_sub_exact
1,colgen,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R2,100,2,1,2432.09,38.64,2432.09,0,OPTIMAL,1654,343,224,119,0.65,0.35,2.56,35.13,8.5,26.63,0.07,0.91,0.22,0.69
1,colgen,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R2,100,2,1,2432.09,48.42,2432.09,0,OPTIMAL,1883,405,254,151,0.63,0.37,3.18,44.15,9.49,34.66,0.07,0.91,0.2,0.72
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R2,100,2,1,2457.64,4.17,2457.64,0,OPTIMAL,689,77,67,10,0.87,0.13,0.28,3.37,3.28,0.09,0.07,0.81,0.79,0.02
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R2,100,2,1,2383.13,18.52,2383.13,0,OPTIMAL,1203,253,198,55,0.78,0.22,1.46,16.34,6.59,9.75,0.08,0.88,0.36,0.53
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R2,100,2,1,2383.09,44.48,2383.09,0,OPTIMAL,1732,341,217,124,0.64,0.36,2.83,40.69,8.91,31.78,0.06,0.91,0.2,0.71
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R2,100,2,1,2383.09,24.11,2383.09,0,OPTIMAL,1897,369,231,138,0.63,0.37,3.11,20.0,9.6,10.4,0.13,0.83,0.4,0.43
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R2,100,2,1,2382.42,4.2,2382.42,0,OPTIMAL,678,73,66,7,0.9,0.1,0.32,3.35,3.27,0.08,0.08,0.8,0.78,0.02
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R2,100,2,1,2298.2,23.36,2298.2,0,OPTIMAL,1246,252,202,50,0.8,0.2,1.47,21.19,6.69,14.5,0.06,0.91,0.29,0.62
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R2,100,2,1,2298.16,39.91,2298.16,0,OPTIMAL,1764,368,259,109,0.7,0.3,2.9,35.95,9.3,26.65,0.07,0.9,0.23,0.67
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R2,100,2,1,2298.16,23.21,2298.16,0,OPTIMAL,1836,345,234,111,0.68,0.32,2.87,19.39,8.95,10.44,0.12,0.84,0.39,0.45
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R2,100,2,1,2370.78,4.54,2370.78,0,OPTIMAL,701,96,84,12,0.88,0.12,0.33,3.7,3.56,0.14,0.07,0.81,0.78,0.03
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R2,100,2,1,2298.09,24.78,2298.09,0,OPTIMAL,1184,235,184,51,0.78,0.22,1.38,22.7,6.32,16.38,0.06,0.92,0.25,0.66
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R2,100,2,1,2298.06,57.87,2298.06,0,OPTIMAL,1737,334,209,125,0.63,0.37,2.81,54.05,8.66,45.39,0.05,0.93,0.15,0.78
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R2,100,2,1,2298.06,24.05,2298.06,0,OPTIMAL,1789,327,211,116,0.65,0.35,2.74,20.39,8.44,11.96,0.11,0.85,0.35,0.5
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R2,100,2,1,2326.81,4.12,2326.81,0,OPTIMAL,683,75,68,7,0.91,0.09,0.26,3.36,3.28,0.08,0.06,0.82,0.8,0.02
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R2,100,2,1,2168.94,18.48,2168.94,0,OPTIMAL,1140,249,202,47,0.81,0.19,1.49,16.29,6.74,9.55,0.08,0.88,0.36,0.52
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R2,100,2,1,2168.91,33.94,2168.91,0,OPTIMAL,1609,310,209,101,0.67,0.33,2.52,30.52,8.35,22.17,0.07,0.9,0.25,0.65
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R2,100,2,1,2168.91,21.0,2168.91,0,OPTIMAL,1748,333,237,96,0.71,0.29,2.61,17.47,8.8,8.67,0.12,0.83,0.42,0.41
1,colgen,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R3,100,3,1,3020.65,3.43,3020.65,0,OPTIMAL,583,48,46,2,0.96,0.04,0.16,2.79,2.75,0.04,0.05,0.81,0.8,0.01
1,colgen,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R3,100,3,1,2432.66,15.2,2432.66,0,OPTIMAL,1083,200,172,28,0.86,0.14,0.95,13.61,5.59,8.02,0.06,0.9,0.37,0.53
1,colgen,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R3,100,3,1,2432.09,40.37,2432.09,0,OPTIMAL,1531,337,237,100,0.7,0.3,2.29,37.18,8.51,28.66,0.06,0.92,0.21,0.71
1,colgen,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R3,100,3,1,2432.09,45.49,2432.09,0,OPTIMAL,1836,370,218,152,0.59,0.41,2.89,41.53,9.2,32.33,0.06,0.91,0.2,0.71
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R3,100,3,1,3025.46,3.62,3025.46,0,OPTIMAL,584,55,51,4,0.93,0.07,0.18,2.95,2.89,0.06,0.05,0.82,0.8,0.02
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R3,100,3,1,2383.59,14.01,2383.59,0,OPTIMAL,1080,176,146,30,0.83,0.17,1.04,12.29,5.45,6.84,0.07,0.88,0.39,0.49
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R3,100,3,1,2383.09,50.32,2383.09,0,OPTIMAL,1497,293,188,105,0.64,0.36,2.19,47.2,7.57,39.63,0.04,0.94,0.15,0.79
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R3,100,3,1,2383.09,23.64,2383.09,0,OPTIMAL,1731,339,225,114,0.66,0.34,2.72,19.98,9.05,10.93,0.11,0.85,0.38,0.46
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R3,100,3,1,2874.79,3.41,2874.79,0,OPTIMAL,545,46,43,3,0.93,0.07,0.25,2.69,2.64,0.06,0.07,0.79,0.77,0.02
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R3,100,3,1,2298.51,14.17,2298.51,0,OPTIMAL,1063,191,161,30,0.84,0.16,1.24,12.28,5.77,6.51,0.09,0.87,0.41,0.46
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R3,100,3,1,2298.16,63.67,2298.16,0,OPTIMAL,1533,329,227,102,0.69,0.31,2.41,60.37,8.67,51.7,0.04,0.95,0.14,0.81
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R3,100,3,1,2298.16,26.76,2298.16,0,OPTIMAL,1668,322,213,109,0.66,0.34,2.58,23.23,8.85,14.38,0.1,0.87,0.33,0.54
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R3,100,3,1,2877.61,3.61,2877.61,0,OPTIMAL,572,53,49,4,0.92,0.08,0.16,2.98,2.92,0.06,0.04,0.83,0.81,0.02
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R3,100,3,1,2298.41,12.42,2298.41,0,OPTIMAL,1038,179,152,27,0.85,0.15,1.04,10.74,5.45,5.29,0.08,0.86,0.44,0.43
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R3,100,3,1,2298.07,70.73,2298.07,0,OPTIMAL,1551,306,201,105,0.66,0.34,2.39,67.46,8.21,59.25,0.03,0.95,0.12,0.84
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R3,100,3,1,2298.06,25.71,2298.06,0,OPTIMAL,1705,341,225,116,0.66,0.34,2.74,22.05,8.96,13.09,0.11,0.86,0.35,0.51
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R3,100,3,1,2907.34,3.49,2907.34,0,OPTIMAL,564,50,46,4,0.92,0.08,0.15,2.86,2.79,0.07,0.04,0.82,0.8,0.02
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R3,100,3,1,2169.56,13.68,2169.56,0,OPTIMAL,1018,182,160,22,0.88,0.12,1.05,12.02,5.64,6.38,0.08,0.88,0.41,0.47
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R3,100,3,1,2168.91,89.96,2168.91,0,OPTIMAL,1508,295,197,98,0.67,0.33,2.33,86.77,8.26,78.51,0.03,0.96,0.09,0.87
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R3,100,3,1,2168.91,25.13,2168.91,0,OPTIMAL,1642,310,207,103,0.67,0.33,2.48,21.71,8.49,13.23,0.1,0.86,0.34,0.53
1,colgen,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R4,100,4,1,3492.54,3.59,3492.54,0,OPTIMAL,562,59,54,5,0.92,0.08,0.14,2.97,2.9,0.07,0.04,0.83,0.81,0.02
1,colgen,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R4,100,4,1,2436.72,12.24,2436.72,0,OPTIMAL,1046,168,142,26,0.85,0.15,0.93,10.69,5.22,5.47,0.08,0.87,0.43,0.45
1,colgen,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R4,100,4,1,2432.09,50.16,2432.09,0,OPTIMAL,1434,298,202,96,0.68,0.32,1.92,47.38,8.0,39.38,0.04,0.94,0.16,0.79
1,colgen,set1/ID1_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R4,100,4,1,2432.09,42.31,2432.09,0,OPTIMAL,1747,338,203,135,0.6,0.4,2.49,38.83,8.76,30.07,0.06,0.92,0.21,0.71
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R4,100,4,1,3550.38,3.65,3550.38,0,OPTIMAL,520,51,43,8,0.84,0.16,0.13,3.04,2.9,0.14,0.04,0.83,0.79,0.04
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R4,100,4,1,2387.79,10.66,2387.79,0,OPTIMAL,972,142,121,21,0.85,0.15,0.8,9.28,4.86,4.42,0.07,0.87,0.46,0.41
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R4,100,4,1,2383.1,75.21,2383.1,0,OPTIMAL,1326,270,187,83,0.69,0.31,1.78,72.6,7.61,64.99,0.02,0.97,0.1,0.86
1,colgen,set1/ID2_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R4,100,4,1,2383.09,24.94,2383.09,0,OPTIMAL,1640,316,206,110,0.65,0.35,2.43,21.63,8.96,12.67,0.1,0.87,0.36,0.51
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R4,100,4,1,3445.78,3.58,3445.78,0,OPTIMAL,518,53,47,6,0.89,0.11,0.14,2.92,2.85,0.08,0.04,0.82,0.79,0.02
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R4,100,4,1,2307.99,10.37,2307.99,0,OPTIMAL,962,143,125,18,0.87,0.13,0.9,8.89,4.99,3.9,0.09,0.86,0.48,0.38
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R4,100,4,1,2298.17,117.57,2298.17,0,OPTIMAL,1406,266,187,79,0.7,0.3,2.01,114.73,7.28,107.45,0.02,0.98,0.06,0.91
1,colgen,set1/ID3_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R4,100,4,1,2298.16,25.5,2298.16,0,OPTIMAL,1577,315,214,101,0.68,0.32,2.42,22.21,8.78,13.43,0.09,0.87,0.34,0.53
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R4,100,4,1,3418.25,3.65,3418.25,0,OPTIMAL,544,57,52,5,0.91,0.09,0.14,3.01,2.92,0.08,0.04,0.82,0.8,0.02
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R4,100,4,1,2305.86,10.52,2305.86,0,OPTIMAL,1046,155,138,17,0.89,0.11,0.89,9.01,5.18,3.83,0.08,0.86,0.49,0.36
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R4,100,4,1,2298.07,73.68,2298.07,0,OPTIMAL,1402,283,201,82,0.71,0.29,1.9,70.94,7.86,63.08,0.03,0.96,0.11,0.86
1,colgen,set1/ID4_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R4,100,4,1,2298.06,31.42,2298.06,0,OPTIMAL,1668,321,194,127,0.6,0.4,2.57,27.86,9.19,18.67,0.08,0.89,0.29,0.59
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB2_R4,100,4,1,3429.73,3.56,3429.73,0,OPTIMAL,496,51,47,4,0.92,0.08,0.13,2.95,2.88,0.06,0.04,0.83,0.81,0.02
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB3_R4,100,4,1,2191.79,8.49,2191.79,0,OPTIMAL,979,126,116,10,0.92,0.08,0.78,7.12,4.84,2.27,0.09,0.84,0.57,0.27
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB4_R4,100,4,1,2168.91,112.32,2168.91,0,OPTIMAL,1399,254,190,64,0.75,0.25,2.03,109.48,7.49,101.99,0.02,0.97,0.07,0.91
1,colgen,set1/ID5_I100_C120_ALPHA1.41_BETA6.6_U0.1_UB5_R4,100,4,1,2168.91,28.67,2168.91,0,OPTIMAL,1635,313,225,88,0.72,0.28,2.52,25.28,8.85,16.43,0.09,0.88,0.31,0.57
