id,solver,instance,n_items,n_classes,type,objective,solver_wall_time,best_bound,opt_gap,termination_reason,columns,iterations,iterations_heuristic,iterations_exact,frac_iter_heuristic,frac_iter_exact,time_master,time_sub,time_sub_heuristic,time_sub_exact,frac_time_master,frac_time_sub,frac_time_sub_heuristic,frac_time_sub_exact
1,colgen,set2/Q1C3N3B2W1_1_BPP,200,1,1,10316.67,8.65,10316.67,0,OPTIMAL,815,246,223,23,0.91,0.09,0.53,7.54,7.52,0.02,0.06,0.87,0.87,0.0
1,colgen,set2/Q1C3N3B2W1_2_BPP,200,1,1,12458.33,7.29,12458.33,0,OPTIMAL,325,141,79,62,0.56,0.44,0.17,6.6,6.57,0.03,0.02,0.91,0.9,0.0
1,colgen,set2/Q1C3N3B2W1_3_BPP,200,1,1,11633.33,8.48,11633.33,0,OPTIMAL,355,177,93,84,0.53,0.47,0.16,7.76,7.69,0.06,0.02,0.91,0.91,0.01
1,colgen,set2/Q1C3N3B2W1_4_BPP,200,1,1,11164.22,5.07,11164.22,0,OPTIMAL,379,177,103,74,0.58,0.42,0.16,4.39,4.35,0.04,0.03,0.86,0.86,0.01
1,colgen,set2/Q1C3N3B2W1_5_BPP,200,1,1,10200.0,7.91,10200.0,0,OPTIMAL,873,249,221,28,0.89,0.11,0.62,6.74,6.65,0.09,0.08,0.85,0.84,0.01
1,colgen,set2/Q1C3N3B2W1_6_BPP,200,1,1,9900.0,7.91,9900.0,0,OPTIMAL,889,228,216,12,0.95,0.05,0.63,6.75,6.72,0.02,0.08,0.85,0.85,0.0
1,colgen,set2/Q1C3N3B2W1_7_BPP,200,1,1,11197.27,5.39,11197.27,0,OPTIMAL,376,183,121,62,0.66,0.34,0.16,4.7,4.67,0.03,0.03,0.87,0.87,0.01
1,colgen,set2/Q1C3N3B2W1_8_BPP,200,1,1,9842.86,8.63,9842.86,0,OPTIMAL,1046,292,276,16,0.95,0.05,0.79,7.24,7.21,0.03,0.09,0.84,0.84,0.0
1,colgen,set2/Q1C3N3B2W1_9_BPP,200,1,1,9226.45,11.42,9226.45,0,OPTIMAL,1321,409,369,40,0.9,0.1,1.15,9.6,9.51,0.08,0.1,0.84,0.83,0.01
1,colgen,set2/Q1C3N3B3W1_0_BPP,200,1,1,10500.0,5.64,10500.0,0,OPTIMAL,528,162,161,1,0.99,0.01,0.36,4.76,4.76,0.0,0.06,0.84,0.84,0.0
1,colgen,set2/Q1C3N3B3W1_1_BPP,200,1,1,10350.0,6.18,10350.0,0,OPTIMAL,687,195,194,1,0.99,0.01,0.46,5.21,5.21,0.0,0.07,0.84,0.84,0.0
1,colgen,set2/Q1C3N3B3W1_2_BPP,200,1,1,10400.0,6.91,10400.0,0,OPTIMAL,651,226,225,1,1.0,0.0,0.47,5.91,5.91,0.0,0.07,0.86,0.86,0.0
1,colgen,set2/Q1C3N3B3W1_3_BPP,200,1,1,11686.67,7.74,11686.67,0,OPTIMAL,381,174,107,67,0.61,0.39,0.21,6.97,6.94,0.03,0.03,0.9,0.9,0.0
1,colgen,set2/Q1C3N3B3W1_4_BPP,200,1,1,11550.0,7.25,11550.0,0,OPTIMAL,344,162,95,67,0.59,0.41,0.15,6.56,6.54,0.03,0.02,0.91,0.9,0.0
1,colgen,set2/Q1C3N3B3W1_5_BPP,200,1,1,11516.67,5.19,11516.67,0,OPTIMAL,357,184,125,59,0.68,0.32,0.18,4.51,4.48,0.03,0.04,0.87,0.86,0.01
1,colgen,set2/Q1C3N3B3W1_6_BPP,200,1,1,10150.0,6.34,10150.0,0,OPTIMAL,600,193,192,1,0.99,0.01,0.42,5.39,5.39,0.0,0.07,0.85,0.85,0.0
1,colgen,set2/Q1C3N3B3W1_7_BPP,200,1,1,11630.6,6.9,11630.6,0,OPTIMAL,380,178,94,84,0.53,0.47,0.22,6.15,6.11,0.04,0.03,0.89,0.89,0.01
1,colgen,set2/Q1C3N3B3W1_8_BPP,200,1,1,10500.0,4.94,10500.0,0,OPTIMAL,515,133,132,1,0.99,0.01,0.29,4.1,4.1,0.0,0.06,0.83,0.83,0.0
1,colgen,set2/Q1C3N3B3W1_9_BPP,200,1,1,11508.33,4.76,11508.33,0,OPTIMAL,326,147,101,46,0.69,0.31,0.14,4.08,4.06,0.02,0.03,0.86,0.85,0.0
1,colgen,set2/Q2C1N3B1W1_0_BPP,200,1,1,9652.44,5.98,9652.44,0,OPTIMAL,764,184,180,4,0.98,0.02,0.42,5.0,4.99,0.01,0.07,0.84,0.83,0.0
1,colgen,set2/Q2C1N3B1W1_1_BPP,200,1,1,10600.0,5.43,10600.0,0,OPTIMAL,590,167,166,1,0.99,0.01,0.34,4.56,4.56,0.0,0.06,0.84,0.84,0.0
1,colgen,set2/Q2C1N3B1W1_2_BPP,200,1,1,10600.0,4.71,10600.0,0,OPTIMAL,484,127,126,1,0.99,0.01,0.28,3.94,3.94,0.0,0.06,0.84,0.83,0.0
1,colgen,set2/Q2C1N3B1W1_3_BPP,200,1,1,11900.0,4.69,11900.0,0,OPTIMAL,441,144,143,1,0.99,0.01,0.16,4.04,4.04,0.0,0.03,0.86,0.86,0.0
1,colgen,set2/Q2C1N3B1W1_4_BPP,200,1,1,10600.0,4.48,10600.0,0,OPTIMAL,468,113,112,1,0.99,0.01,0.24,3.74,3.74,0.0,0.05,0.84,0.83,0.0
1,colgen,set2/Q2C1N3B1W1_5_BPP,200,1,1,10575.0,5.59,10575.0,0,OPTIMAL,698,179,174,5,0.97,0.03,0.33,4.69,4.67,0.01,0.06,0.84,0.84,0.0
1,colgen,set2/Q2C1N3B1W1_6_BPP,200,1,1,11150.0,5.36,11150.0,0,OPTIMAL,485,171,170,1,0.99,0.01,0.25,4.62,4.62,0.0,0.05,0.86,0.86,0.0
1,colgen,set2/Q2C1N3B1W1_7_BPP,200,1,1,10850.0,5.0,10850.0,0,OPTIMAL,518,147,146,1,0.99,0.01,0.28,4.19,4.19,0.0,0.06,0.84,0.84,0.0
1,colgen,set2/Q2C1N3B1W1_8_BPP,200,1,1,10100.0,5.63,10100.0,0,OPTIMAL,712,173,172,1,0.99,0.01,0.35,4.73,4.72,0.01,0.06,0.84,0.84,0.0
1,colgen,set2/Q2C1N3B1W1_9_BPP,200,1,1,10350.0,4.81,10350.0,0,OPTIMAL,516,136,135,1,0.99,0.01,0.23,4.07,4.07,0.0,0.05,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B2W1_0_BPP,200,1,1,11500.0,4.63,11500.0,0,OPTIMAL,466,139,138,1,0.99,0.01,0.17,3.94,3.94,0.0,0.04,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B2W1_1_BPP,200,1,1,9718.52,5.8,9718.52,0,OPTIMAL,685,173,165,8,0.95,0.05,0.36,4.91,4.89,0.02,0.06,0.84,0.84,0.0
1,colgen,set2/Q2C1N3B2W1_2_BPP,200,1,1,10450.0,4.64,10450.0,0,OPTIMAL,438,123,122,1,0.99,0.01,0.25,3.92,3.92,0.0,0.05,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B2W1_3_BPP,200,1,1,10750.0,6.55,10750.0,0,OPTIMAL,619,247,246,1,1.0,0.0,0.34,5.66,5.66,0.0,0.05,0.86,0.86,0.0
1,colgen,set2/Q2C1N3B2W1_4_BPP,200,1,1,10100.0,5.16,10100.0,0,OPTIMAL,523,155,154,1,0.99,0.01,0.3,4.4,4.4,0.0,0.06,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B2W1_5_BPP,200,1,1,9596.43,5.9,9596.43,0,OPTIMAL,746,181,178,3,0.98,0.02,0.4,4.96,4.95,0.01,0.07,0.84,0.84,0.0
1,colgen,set2/Q2C1N3B2W1_6_BPP,200,1,1,9250.0,5.65,9250.0,0,OPTIMAL,668,162,161,1,0.99,0.01,0.42,4.69,4.69,0.0,0.07,0.83,0.83,0.0
1,colgen,set2/Q2C1N3B2W1_7_BPP,200,1,1,10950.0,4.89,10950.0,0,OPTIMAL,500,145,144,1,0.99,0.01,0.24,4.15,4.15,0.0,0.05,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B2W1_8_BPP,200,1,1,10050.0,6.12,10050.0,0,OPTIMAL,576,209,208,1,1.0,0.0,0.35,5.21,5.21,0.0,0.06,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B2W1_9_BPP,200,1,1,10650.0,5.14,10650.0,0,OPTIMAL,510,150,149,1,0.99,0.01,0.26,4.34,4.34,0.0,0.05,0.85,0.84,0.0
1,colgen,set2/Q2C1N3B3W1_0_BPP,200,1,1,10300.0,6.2,10300.0,0,OPTIMAL,540,216,215,1,1.0,0.0,0.27,5.4,5.4,0.0,0.04,0.87,0.87,0.0
1,colgen,set2/Q2C1N3B3W1_1_BPP,200,1,1,10200.0,5.27,10200.0,0,OPTIMAL,552,152,151,1,0.99,0.01,0.28,4.47,4.47,0.0,0.05,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B3W1_2_BPP,200,1,1,11900.0,4.63,11900.0,0,OPTIMAL,388,136,135,1,0.99,0.01,0.15,3.98,3.98,0.0,0.03,0.86,0.86,0.0
1,colgen,set2/Q2C1N3B3W1_3_BPP,200,1,1,9650.0,5.82,9650.0,0,OPTIMAL,625,187,186,1,0.99,0.01,0.35,4.94,4.94,0.0,0.06,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B3W1_4_BPP,200,1,1,10600.0,5.38,10600.0,0,OPTIMAL,491,177,176,1,0.99,0.01,0.23,4.59,4.59,0.0,0.04,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B3W1_5_BPP,200,1,1,9475.0,6.68,9475.0,0,OPTIMAL,827,217,212,5,0.98,0.02,0.53,5.6,5.59,0.01,0.08,0.84,0.84,0.0
1,colgen,set2/Q2C1N3B3W1_6_BPP,200,1,1,9916.67,6.18,9916.67,0,OPTIMAL,734,200,199,1,0.99,0.01,0.47,5.19,5.18,0.0,0.08,0.84,0.84,0.0
1,colgen,set2/Q2C1N3B3W1_7_BPP,200,1,1,10450.0,5.87,10450.0,0,OPTIMAL,603,192,191,1,0.99,0.01,0.36,4.97,4.97,0.0,0.06,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B3W1_8_BPP,200,1,1,10900.0,5.23,10900.0,0,OPTIMAL,503,162,161,1,0.99,0.01,0.24,4.45,4.44,0.01,0.05,0.85,0.85,0.0
1,colgen,set2/Q2C1N3B3W1_9_BPP,200,1,1,9370.0,6.66,9370.0,0,OPTIMAL,743,202,192,10,0.95,0.05,0.49,5.62,5.6,0.03,0.07,0.84,0.84,0.0
1,colgen,set2/Q2C2N3B1W1_0_BPP,200,1,1,10250.0,5.74,10250.0,0,OPTIMAL,677,163,160,3,0.98,0.02,0.39,4.83,4.82,0.0,0.07,0.84,0.84,0.0
1,colgen,set2/Q2C2N3B1W1_1_BPP,200,1,1,10100.0,4.79,10100.0,0,OPTIMAL,565,120,119,1,0.99,0.01,0.26,4.02,4.02,0.0,0.06,0.84,0.84,0.0
1,colgen,set2/Q2C2N3B1W1_2_BPP,200,1,1,10650.0,5.83,10650.0,0,OPTIMAL,672,168,159,9,0.95,0.05,0.36,4.95,4.93,0.01,0.06,0.85,0.85,0.0
1,colgen,set2/Q2C2N3B1W1_3_BPP,200,1,1,10350.0,4.64,10350.0,0,OPTIMAL,507,120,119,1,0.99,0.01,0.21,3.92,3.92,0.0,0.05,0.84,0.84,0.0
1,colgen,set2/Q2C2N3B1W1_4_BPP,200,1,1,11450.0,6.28,11450.0,0,OPTIMAL,605,210,209,1,1.0,0.0,0.35,5.4,5.4,0.0,0.06,0.86,0.86,0.0
1,colgen,set2/Q2C2N3B1W1_5_BPP,200,1,1,11000.0,4.71,11000.0,0,OPTIMAL,544,127,126,1,0.99,0.01,0.26,3.96,3.96,0.0,0.06,0.84,0.84,0.0
1,colgen,set2/Q2C2N3B1W1_6_BPP,200,1,1,10100.0,6.76,10100.0,0,OPTIMAL,709,214,212,2,0.99,0.01,0.49,5.69,5.67,0.02,0.07,0.84,0.84,0.0
1,colgen,set2/Q2C2N3B1W1_7_BPP,200,1,1,10683.33,5.54,10683.33,0,OPTIMAL,609,154,150,4,0.97,0.03,0.32,4.66,4.65,0.01,0.06,0.84,0.84,0.0
1,colgen,set2/Q2C2N3B1W1_8_BPP,200,1,1,11050.0,4.96,11050.0,0,OPTIMAL,481,133,132,1,0.99,0.01,0.23,4.23,4.23,0.0,0.05,0.85,0.85,0.0
1,colgen,set2/Q2C2N3B1W1_9_BPP,200,1,1,10650.0,5.25,10650.0,0,OPTIMAL,489,148,147,1,0.99,0.01,0.3,4.43,4.43,0.0,0.06,0.84,0.84,0.0
