id,solver,instance,n_items,n_classes,type,objective,type1_bins,type2_bins,type3_bins,type4_bins,bins_total,time_seconds,average_fill_rate,min_fill_rate,max_fill_rate
1,bfdc-a,set2_1class/Q1C1N3B3W1_0_BPP,200,1,1,10600.0,106,0,0,0,106,0.07,0.95,0.29,1.0
1,bfdc-b,set2_1class/Q1C1N3B3W1_0_BPP,200,1,1,10500.0,105,0,0,0,105,0.1,0.96,0.72,1.0
1,cf,set2_1class/Q1C1N3B3W1_0_BPP,200,1,1,10600.0,106,0,0,0,106,0.05,0.95,0.66,1.0
1,ffdc,set2_1class/Q1C1N3B3W1_0_BPP,200,1,1,10600.0,106,0,0,0,106,0.07,0.95,0.29,1.0
1,bfdc-a,set2_1class/Q1C1N3B3W1_1_BPP,200,1,1,10600.0,106,0,0,0,106,0.08,0.94,0.46,1.0
1,bfdc-b,set2_1class/Q1C1N3B3W1_1_BPP,200,1,1,10600.0,106,0,0,0,106,0.09,0.94,0.55,1.0
1,cf,set2_1class/Q1C1N3B3W1_1_BPP,200,1,1,10600.0,106,0,0,0,106,0.07,0.94,0.46,1.0
1,ffdc,set2_1class/Q1C1N3B3W1_1_BPP,200,1,1,10600.0,106,0,0,0,106,0.06,0.94,0.46,1.0
1,bfdc-a,set2_1class/Q1C1N3B3W1_2_BPP,200,1,1,10500.0,105,0,0,0,105,0.08,0.95,0.61,1.0
1,bfdc-b,set2_1class/Q1C1N3B3W1_2_BPP,200,1,1,10500.0,105,0,0,0,105,0.09,0.95,0.71,1.0
1,cf,set2_1class/Q1C1N3B3W1_2_BPP,200,1,1,10600.0,106,0,0,0,106,0.09,0.94,0.31,1.0
1,ffdc,set2_1class/Q1C1N3B3W1_2_BPP,200,1,1,10500.0,105,0,0,0,105,0.07,0.95,0.61,1.0
1,bfdc-a,set2_1class/Q1C1N3B3W1_3_BPP,200,1,1,10800.0,108,0,0,0,108,0.06,0.97,0.41,1.0
1,bfdc-b,set2_1class/Q1C1N3B3W1_3_BPP,200,1,1,10800.0,108,0,0,0,108,0.09,0.97,0.59,1.0
1,cf,set2_1class/Q1C1N3B3W1_3_BPP,200,1,1,10800.0,108,0,0,0,108,0.06,0.97,0.77,1.0
1,ffdc,set2_1class/Q1C1N3B3W1_3_BPP,200,1,1,10800.0,108,0,0,0,108,0.06,0.97,0.41,1.0
1,bfdc-a,set2_1class/Q1C1N3B3W1_4_BPP,200,1,1,10900.0,109,0,0,0,109,0.06,0.97,0.79,1.0
1,bfdc-b,set2_1class/Q1C1N3B3W1_4_BPP,200,1,1,11000.0,110,0,0,0,110,0.1,0.96,0.81,1.0
1,cf,set2_1class/Q1C1N3B3W1_4_BPP,200,1,1,11000.0,110,0,0,0,110,0.06,0.96,0.8,1.0
1,ffdc,set2_1class/Q1C1N3B3W1_4_BPP,200,1,1,10900.0,109,0,0,0,109,0.06,0.97,0.79,1.0
1,bfdc-a,set2_1class/Q1C1N3B3W1_5_BPP,200,1,1,10900.0,109,0,0,0,109,0.06,0.95,0.59,1.0
1,bfdc-b,set2_1class/Q1C1N3B3W1_5_BPP,200,1,1,10900.0,109,0,0,0,109,0.1,0.95,0.71,1.0
1,cf,set2_1class/Q1C1N3B3W1_5_BPP,200,1,1,10900.0,109,0,0,0,109,0.06,0.95,0.71,1.0
1,ffdc,set2_1class/Q1C1N3B3W1_5_BPP,200,1,1,10900.0,109,0,0,0,109,0.07,0.95,0.59,1.0
1,bfdc-a,set2_1class/Q1C1N3B3W1_6_BPP,200,1,1,10400.0,104,0,0,0,104,0.08,0.97,0.25,1.0
1,bfdc-b,set2_1class/Q1C1N3B3W1_6_BPP,200,1,1,10400.0,104,0,0,0,104,0.09,0.97,0.6,1.0
1,cf,set2_1class/Q1C1N3B3W1_6_BPP,200,1,1,10400.0,104,0,0,0,104,0.08,0.97,0.77,1.0
1,ffdc,set2_1class/Q1C1N3B3W1_6_BPP,200,1,1,10400.0,104,0,0,0,104,0.09,0.97,0.25,1.0
1,bfdc-a,set2_1class/Q1C1N3B3W1_7_BPP,200,1,1,10300.0,103,0,0,0,103,0.06,0.96,0.39,1.0
1,bfdc-b,set2_1class/Q1C1N3B3W1_7_BPP,200,1,1,10300.0,103,0,0,0,103,0.09,0.96,0.67,1.0
1,cf,set2_1class/Q1C1N3B3W1_7_BPP,200,1,1,10300.0,103,0,0,0,103,0.06,0.96,0.42,1.0
1,ffdc,set2_1class/Q1C1N3B3W1_7_BPP,200,1,1,10300.0,103,0,0,0,103,0.07,0.96,0.39,1.0
1,bfdc-a,set2_1class/Q1C1N3B3W1_8_BPP,200,1,1,10000.0,100,0,0,0,100,0.09,0.98,0.69,1.0
1,bfdc-b,set2_1class/Q1C1N3B3W1_8_BPP,200,1,1,10000.0,100,0,0,0,100,0.1,0.98,0.69,1.0
1,cf,set2_1class/Q1C1N3B3W1_8_BPP,200,1,1,10000.0,100,0,0,0,100,0.06,0.98,0.69,1.0
1,ffdc,set2_1class/Q1C1N3B3W1_8_BPP,200,1,1,10000.0,100,0,0,0,100,0.07,0.98,0.69,1.0
1,bfdc-a,set2_1class/Q1C1N3B3W1_9_BPP,200,1,1,9800.0,98,0,0,0,98,0.09,0.97,0.28,1.0
1,bfdc-b,set2_1class/Q1C1N3B3W1_9_BPP,200,1,1,9800.0,98,0,0,0,98,0.1,0.97,0.26,1.0
1,cf,set2_1class/Q1C1N3B3W1_9_BPP,200,1,1,9800.0,98,0,0,0,98,0.07,0.97,0.81,1.0
1,ffdc,set2_1class/Q1C1N3B3W1_9_BPP,200,1,1,9800.0,98,0,0,0,98,0.06,0.97,0.39,1.0
1,bfdc-a,set2_1class/Q1C2N3B1W1_0_BPP,200,1,1,10400.0,104,0,0,0,104,0.06,0.98,0.52,1.0
1,bfdc-b,set2_1class/Q1C2N3B1W1_0_BPP,200,1,1,10400.0,104,0,0,0,104,0.09,0.98,0.65,1.0
1,cf,set2_1class/Q1C2N3B1W1_0_BPP,200,1,1,10400.0,104,0,0,0,104,0.06,0.98,0.79,1.0
1,ffdc,set2_1class/Q1C2N3B1W1_0_BPP,200,1,1,10400.0,104,0,0,0,104,0.06,0.98,0.52,1.0
1,bfdc-a,set2_1class/Q1C2N3B1W1_1_BPP,200,1,1,10600.0,106,0,0,0,106,0.08,0.97,0.65,1.0
1,bfdc-b,set2_1class/Q1C2N3B1W1_1_BPP,200,1,1,10600.0,106,0,0,0,106,0.09,0.97,0.72,1.0
1,cf,set2_1class/Q1C2N3B1W1_1_BPP,200,1,1,10600.0,106,0,0,0,106,0.07,0.97,0.68,1.0
1,ffdc,set2_1class/Q1C2N3B1W1_1_BPP,200,1,1,10600.0,106,0,0,0,106,0.06,0.97,0.65,1.0
1,bfdc-a,set2_1class/Q1C2N3B1W1_2_BPP,200,1,1,10000.0,100,0,0,0,100,0.07,0.97,0.4,1.0
1,bfdc-b,set2_1class/Q1C2N3B1W1_2_BPP,200,1,1,10000.0,100,0,0,0,100,0.09,0.97,0.61,1.0
1,cf,set2_1class/Q1C2N3B1W1_2_BPP,200,1,1,10000.0,100,0,0,0,100,0.06,0.97,0.4,1.0
1,ffdc,set2_1class/Q1C2N3B1W1_2_BPP,200,1,1,10000.0,100,0,0,0,100,0.06,0.97,0.4,1.0
1,bfdc-a,set2_1class/Q1C2N3B1W1_3_BPP,200,1,1,10500.0,105,0,0,0,105,0.06,0.97,0.32,1.0
1,bfdc-b,set2_1class/Q1C2N3B1W1_3_BPP,200,1,1,10500.0,105,0,0,0,105,0.09,0.97,0.8,1.0
1,cf,set2_1class/Q1C2N3B1W1_3_BPP,200,1,1,10500.0,105,0,0,0,105,0.06,0.97,0.65,1.0
1,ffdc,set2_1class/Q1C2N3B1W1_3_BPP,200,1,1,10500.0,105,0,0,0,105,0.06,0.97,0.32,1.0
1,bfdc-a,set2_1class/Q1C2N3B1W1_4_BPP,200,1,1,11600.0,116,0,0,0,116,0.07,0.93,0.59,1.0
1,bfdc-b,set2_1class/Q1C2N3B1W1_4_BPP,200,1,1,11600.0,116,0,0,0,116,0.09,0.93,0.62,1.0
1,cf,set2_1class/Q1C2N3B1W1_4_BPP,200,1,1,11600.0,116,0,0,0,116,0.06,0.93,0.59,1.0
1,ffdc,set2_1class/Q1C2N3B1W1_4_BPP,200,1,1,11600.0,116,0,0,0,116,0.06,0.93,0.59,1.0
1,bfdc-a,set2_1class/Q1C2N3B1W1_5_BPP,200,1,1,10100.0,101,0,0,0,101,0.06,0.98,0.46,1.0
1,bfdc-b,set2_1class/Q1C2N3B1W1_5_BPP,200,1,1,10100.0,101,0,0,0,101,0.09,0.98,0.46,1.0
1,cf,set2_1class/Q1C2N3B1W1_5_BPP,200,1,1,10100.0,101,0,0,0,101,0.06,0.98,0.52,1.0
1,ffdc,set2_1class/Q1C2N3B1W1_5_BPP,200,1,1,10100.0,101,0,0,0,101,0.07,0.98,0.46,1.0
1,bfdc-a,set2_1class/Q1C2N3B1W1_6_BPP,200,1,1,11100.0,111,0,0,0,111,0.06,0.95,0.47,1.0
1,bfdc-b,set2_1class/Q1C2N3B1W1_6_BPP,200,1,1,11100.0,111,0,0,0,111,0.09,0.95,0.54,1.0
1,cf,set2_1class/Q1C2N3B1W1_6_BPP,200,1,1,11100.0,111,0,0,0,111,0.08,0.95,0.47,1.0
1,ffdc,set2_1class/Q1C2N3B1W1_6_BPP,200,1,1,11100.0,111,0,0,0,111,0.08,0.95,0.47,1.0
1,bfdc-a,set2_1class/Q1C2N3B1W1_7_BPP,200,1,1,10100.0,101,0,0,0,101,0.05,0.98,0.77,1.0
1,bfdc-b,set2_1class/Q1C2N3B1W1_7_BPP,200,1,1,10100.0,101,0,0,0,101,0.09,0.98,0.82,1.0
1,cf,set2_1class/Q1C2N3B1W1_7_BPP,200,1,1,10300.0,103,0,0,0,103,0.06,0.96,0.27,1.0
1,ffdc,set2_1class/Q1C2N3B1W1_7_BPP,200,1,1,10100.0,101,0,0,0,101,0.06,0.98,0.77,1.0
1,bfdc-a,set2_1class/Q1C2N3B1W1_8_BPP,200,1,1,10800.0,108,0,0,0,108,0.06,0.95,0.58,1.0
1,bfdc-b,set2_1class/Q1C2N3B1W1_8_BPP,200,1,1,10800.0,108,0,0,0,108,0.1,0.95,0.62,1.0
1,cf,set2_1class/Q1C2N3B1W1_8_BPP,200,1,1,10800.0,108,0,0,0,108,0.08,0.95,0.58,1.0
1,ffdc,set2_1class/Q1C2N3B1W1_8_BPP,200,1,1,10800.0,108,0,0,0,108,0.06,0.95,0.58,1.0
1,bfdc-a,set2_1class/Q1C2N3B1W1_9_BPP,200,1,1,10100.0,101,0,0,0,101,0.08,0.98,0.27,1.0
1,bfdc-b,set2_1class/Q1C2N3B1W1_9_BPP,200,1,1,10100.0,101,0,0,0,101,0.09,0.98,0.27,1.0
1,cf,set2_1class/Q1C2N3B1W1_9_BPP,200,1,1,10100.0,101,0,0,0,101,0.06,0.98,0.66,1.0
1,ffdc,set2_1class/Q1C2N3B1W1_9_BPP,200,1,1,10100.0,101,0,0,0,101,0.08,0.98,0.27,1.0
1,bfdc-a,set2_1class/Q1C2N3B2W1_0_BPP,200,1,1,9900.0,99,0,0,0,99,0.08,0.99,0.65,1.0
1,bfdc-b,set2_1class/Q1C2N3B2W1_0_BPP,200,1,1,9900.0,99,0,0,0,99,0.09,0.99,0.75,1.0
1,cf,set2_1class/Q1C2N3B2W1_0_BPP,200,1,1,10000.0,100,0,0,0,100,0.07,0.98,0.78,1.0
1,ffdc,set2_1class/Q1C2N3B2W1_0_BPP,200,1,1,9900.0,99,0,0,0,99,0.06,0.99,0.72,1.0
1,bfdc-a,set2_1class/Q1C2N3B2W1_1_BPP,200,1,1,10500.0,105,0,0,0,105,0.07,0.97,0.79,1.0
1,bfdc-b,set2_1class/Q1C2N3B2W1_1_BPP,200,1,1,10600.0,106,0,0,0,106,0.1,0.96,0.24,1.0
1,cf,set2_1class/Q1C2N3B2W1_1_BPP,200,1,1,10600.0,106,0,0,0,106,0.06,0.96,0.29,1.0
1,ffdc,set2_1class/Q1C2N3B2W1_1_BPP,200,1,1,10500.0,105,0,0,0,105,0.07,0.97,0.79,1.0
1,bfdc-a,set2_1class/Q1C2N3B2W1_2_BPP,200,1,1,11600.0,116,0,0,0,116,0.07,0.95,0.49,1.0
1,bfdc-b,set2_1class/Q1C2N3B2W1_2_BPP,200,1,1,11600.0,116,0,0,0,116,0.1,0.95,0.62,1.0
1,cf,set2_1class/Q1C2N3B2W1_2_BPP,200,1,1,11600.0,116,0,0,0,116,0.06,0.95,0.49,1.0
1,ffdc,set2_1class/Q1C2N3B2W1_2_BPP,200,1,1,11600.0,116,0,0,0,116,0.1,0.95,0.49,1.0
1,bfdc-a,set2_1class/Q1C2N3B2W1_3_BPP,200,1,1,10000.0,100,0,0,0,100,0.07,0.98,0.27,1.0
1,bfdc-b,set2_1class/Q1C2N3B2W1_3_BPP,200,1,1,10000.0,100,0,0,0,100,0.09,0.98,0.74,1.0
1,cf,set2_1class/Q1C2N3B2W1_3_BPP,200,1,1,10100.0,101,0,0,0,101,0.08,0.97,0.58,1.0
1,ffdc,set2_1class/Q1C2N3B2W1_3_BPP,200,1,1,10000.0,100,0,0,0,100,0.06,0.98,0.27,1.0
1,bfdc-a,set2_1class/Q1C2N3B2W1_4_BPP,200,1,1,10900.0,109,0,0,0,109,0.07,0.95,0.58,1.0
1,bfdc-b,set2_1class/Q1C2N3B2W1_4_BPP,200,1,1,10900.0,109,0,0,0,109,0.09,0.95,0.58,1.0
1,cf,set2_1class/Q1C2N3B2W1_4_BPP,200,1,1,10900.0,109,0,0,0,109,0.07,0.95,0.58,1.0
1,ffdc,set2_1class/Q1C2N3B2W1_4_BPP,200,1,1,10900.0,109,0,0,0,109,0.09,0.95,0.58,1.0
1,bfdc-a,set2_1class/Q1C2N3B2W1_5_BPP,200,1,1,10500.0,105,0,0,0,105,0.07,0.95,0.65,1.0
1,bfdc-b,set2_1class/Q1C2N3B2W1_5_BPP,200,1,1,10500.0,105,0,0,0,105,0.09,0.95,0.65,1.0
1,cf,set2_1class/Q1C2N3B2W1_5_BPP,200,1,1,10500.0,105,0,0,0,105,0.08,0.95,0.65,1.0
1,ffdc,set2_1class/Q1C2N3B2W1_5_BPP,200,1,1,10500.0,105,0,0,0,105,0.08,0.95,0.65,1.0
1,bfdc-a,set2_1class/Q1C2N3B2W1_6_BPP,200,1,1,11400.0,114,0,0,0,114,0.06,0.92,0.38,1.0
1,bfdc-b,set2_1class/Q1C2N3B2W1_6_BPP,200,1,1,11400.0,114,0,0,0,114,0.09,0.92,0.65,1.0
1,cf,set2_1class/Q1C2N3B2W1_6_BPP,200,1,1,11400.0,114,0,0,0,114,0.08,0.92,0.38,1.0
1,ffdc,set2_1class/Q1C2N3B2W1_6_BPP,200,1,1,11400.0,114,0,0,0,114,0.06,0.92,0.38,1.0
1,bfdc-a,set2_1class/Q1C2N3B2W1_7_BPP,200,1,1,10900.0,109,0,0,0,109,0.07,0.93,0.56,1.0
1,bfdc-b,set2_1class/Q1C2N3B2W1_7_BPP,200,1,1,10900.0,109,0,0,0,109,0.09,0.93,0.57,1.0
1,cf,set2_1class/Q1C2N3B2W1_7_BPP,200,1,1,10900.0,109,0,0,0,109,0.06,0.93,0.56,1.0
1,ffdc,set2_1class/Q1C2N3B2W1_7_BPP,200,1,1,10900.0,109,0,0,0,109,0.07,0.93,0.56,1.0
1,bfdc-a,set2_1class/Q1C2N3B2W1_8_BPP,200,1,1,11500.0,115,0,0,0,115,0.07,0.95,0.25,1.0
1,bfdc-b,set2_1class/Q1C2N3B2W1_8_BPP,200,1,1,11500.0,115,0,0,0,115,0.09,0.95,0.25,1.0
1,cf,set2_1class/Q1C2N3B2W1_8_BPP,200,1,1,11600.0,116,0,0,0,116,0.06,0.94,0.61,1.0
1,ffdc,set2_1class/Q1C2N3B2W1_8_BPP,200,1,1,11500.0,115,0,0,0,115,0.09,0.95,0.25,1.0
1,bfdc-a,set2_1class/Q1C2N3B2W1_9_BPP,200,1,1,10400.0,104,0,0,0,104,0.08,0.97,0.37,1.0
1,bfdc-b,set2_1class/Q1C2N3B2W1_9_BPP,200,1,1,10400.0,104,0,0,0,104,0.1,0.97,0.63,1.0
1,cf,set2_1class/Q1C2N3B2W1_9_BPP,200,1,1,10400.0,104,0,0,0,104,0.07,0.97,0.37,1.0
1,ffdc,set2_1class/Q1C2N3B2W1_9_BPP,200,1,1,10400.0,104,0,0,0,104,0.06,0.97,0.37,1.0
1,bfdc-a,set2_1class/Q1C2N3B3W1_0_BPP,200,1,1,10100.0,101,0,0,0,101,0.07,0.98,0.48,1.0
