id,solver,instance,n_items,n_classes,type,objective,type1_bins,type2_bins,type3_bins,type4_bins,bins_total,time_seconds,average_fill_rate,min_fill_rate,max_fill_rate
1,cf,set3_t1_noncorr/I250_C3_1,250,3,1,4873.88,28,0,17,0,45,0.11,0.51,0.09,0.93
1,ffdc,set3_t1_noncorr/I250_C3_1,250,3,1,6061.85,35,0,21,0,56,0.12,0.48,0.14,0.99
1,bfdc-a,set3_t1_noncorr/I250_C3_10,250,3,1,6194.93,35,23,0,0,58,0.1,0.47,0.03,0.96
1,bfdc-b,set3_t1_noncorr/I250_C3_10,250,3,1,6077.76,35,22,0,0,57,0.16,0.48,0.03,0.96
1,cf,set3_t1_noncorr/I250_C3_10,250,3,1,4574.73,27,16,0,0,43,0.12,0.58,0.08,0.98
1,ffdc,set3_t1_noncorr/I250_C3_10,250,3,1,5843.42,35,20,0,0,55,0.12,0.48,0.16,0.98
1,bfdc-a,set3_t1_noncorr/I250_C3_2,250,3,1,5888.61,35,19,0,0,54,0.09,0.48,0.03,0.96
1,bfdc-b,set3_t1_noncorr/I250_C3_2,250,3,1,5762.89,35,18,0,0,53,0.16,0.52,0.21,0.92
1,cf,set3_t1_noncorr/I250_C3_2,250,3,1,4488.61,21,19,0,0,40,0.12,0.58,0.03,0.91
1,ffdc,set3_t1_noncorr/I250_C3_2,250,3,1,5888.61,35,19,0,0,54,0.09,0.49,0.03,0.96
1,bfdc-a,set3_t1_noncorr/I250_C3_3,250,3,1,5531.78,35,0,17,0,52,0.09,0.51,0.02,0.97
1,bfdc-b,set3_t1_noncorr/I250_C3_3,250,3,1,5531.78,35,0,17,0,52,0.15,0.51,0.02,0.97
1,cf,set3_t1_noncorr/I250_C3_3,250,3,1,4131.78,21,0,17,0,38,0.11,0.6,0.12,1
1,ffdc,set3_t1_noncorr/I250_C3_3,250,3,1,5531.78,35,0,17,0,52,0.09,0.51,0.02,0.97
1,bfdc-a,set3_t1_noncorr/I250_C3_4,250,3,1,5360.73,35,0,15,0,50,0.1,0.49,0.06,0.98
1,bfdc-b,set3_t1_noncorr/I250_C3_4,250,3,1,5484.78,35,0,16,0,51,0.14,0.48,0.01,0.98
1,cf,set3_t1_noncorr/I250_C3_4,250,3,1,3984.78,20,0,16,0,36,0.11,0.61,0.14,0.96
1,ffdc,set3_t1_noncorr/I250_C3_4,250,3,1,5360.73,35,0,15,0,50,0.11,0.49,0.03,0.98
1,bfdc-a,set3_t1_noncorr/I250_C3_5,250,3,1,5710.92,35,0,18,0,53,0.1,0.49,0.03,0.94
1,bfdc-b,set3_t1_noncorr/I250_C3_5,250,3,1,5219.6,35,0,14,0,49,0.17,0.53,0.01,0.98
1,cf,set3_t1_noncorr/I250_C3_5,250,3,1,4288.09,22,0,17,0,39,0.14,0.58,0.04,0.99
1,ffdc,set3_t1_noncorr/I250_C3_5,250,3,1,5588.09,35,0,17,0,52,0.12,0.5,0.17,0.96
1,bfdc-a,set3_t1_noncorr/I250_C3_6,250,3,1,6397.77,35,0,22,0,57,0.09,0.44,0.02,0.86
1,bfdc-b,set3_t1_noncorr/I250_C3_6,250,3,1,6134.34,35,0,20,0,55,0.16,0.44,0.03,0.86
1,cf,set3_t1_noncorr/I250_C3_6,250,3,1,4975.75,30,0,15,0,45,0.11,0.53,0.05,0.95
1,ffdc,set3_t1_noncorr/I250_C3_6,250,3,1,6397.77,35,0,22,0,57,0.11,0.45,0.03,0.86
1,bfdc-a,set3_t1_noncorr/I250_C3_7,250,3,1,5402.31,35,0,15,0,50,0.09,0.51,0.05,1
1,bfdc-b,set3_t1_noncorr/I250_C3_7,250,3,1,5275.49,35,0,14,0,49,0.15,0.53,0.05,1
1,cf,set3_t1_noncorr/I250_C3_7,250,3,1,4329.13,23,0,16,0,39,0.11,0.58,0.07,0.97
1,ffdc,set3_t1_noncorr/I250_C3_7,250,3,1,5402.31,35,0,15,0,50,0.1,0.53,0.03,1
1,bfdc-a,set3_t1_noncorr/I250_C3_8,250,3,1,6799.18,35,0,27,0,62,0.1,0.39,0.03,0.98
1,bfdc-b,set3_t1_noncorr/I250_C3_8,250,3,1,6799.18,35,0,27,0,62,0.16,0.39,0.03,0.98
1,cf,set3_t1_noncorr/I250_C3_8,250,3,1,5010.69,33,0,14,0,47,0.11,0.53,0.09,0.99
1,ffdc,set3_t1_noncorr/I250_C3_8,250,3,1,6799.18,35,0,27,0,62,0.12,0.44,0.03,0.98
1,bfdc-a,set3_t1_noncorr/I250_C3_9,250,3,1,6065.63,35,0,21,0,56,0.09,0.47,0.02,0.98
1,bfdc-b,set3_t1_noncorr/I250_C3_9,250,3,1,5821.28,35,0,19,0,54,0.15,0.49,0.03,0.98
1,cf,set3_t1_noncorr/I250_C3_9,250,3,1,4532.59,27,0,15,0,42,0.12,0.57,0.07,0.98
1,ffdc,set3_t1_noncorr/I250_C3_9,250,3,1,5943.45,35,0,20,0,55,0.13,0.5,0.03,0.98
1,bfdc-a,set3_t1_corr/I250_C4_1,250,4,1,6509.08,35,0,24,0,59,0.09,0.46,0.04,0.97
1,bfdc-b,set3_t1_corr/I250_C4_1,250,4,1,6509.08,35,0,24,0,59,0.18,0.46,0.04,0.97
1,cf,set3_t1_corr/I250_C4_1,250,4,1,5180.67,33,0,15,0,48,0.12,0.55,0.12,0.91
1,ffdc,set3_t1_corr/I250_C4_1,250,4,1,6509.08,35,0,24,0,59,0.09,0.46,0.04,0.97
1,bfdc-a,set3_t1_corr/I250_C4_10,250,4,1,8310.32,35,28,12,0,75,0.11,0.35,0.03,0.98
1,bfdc-b,set3_t1_corr/I250_C4_10,250,4,1,7801.52,35,28,8,0,71,0.17,0.32,0.12,0.76
1,cf,set3_t1_corr/I250_C4_10,250,4,1,5845.65,35,20,0,0,55,0.14,0.52,0.02,0.98
1,ffdc,set3_t1_corr/I250_C4_10,250,4,1,7928.72,35,28,9,0,72,0.12,0.34,0.11,0.77
1,bfdc-a,set3_t1_corr/I250_C4_2,250,4,1,10978.99,35,28,31,0,94,0.1,0.28,0.01,0.99
1,bfdc-b,set3_t1_corr/I250_C4_2,250,4,1,10192.35,35,28,25,0,88,0.17,0.25,0.08,0.5
1,cf,set3_t1_corr/I250_C4_2,250,4,1,7176.88,35,28,2,0,65,0.12,0.47,0.01,0.99
1,ffdc,set3_t1_corr/I250_C4_2,250,4,1,10323.46,35,28,26,0,89,0.12,0.26,0.08,0.8
1,bfdc-a,set3_t1_corr/I250_C4_3,250,4,1,6081.67,35,0,22,0,57,0.1,0.48,0.03,0.96
1,bfdc-b,set3_t1_corr/I250_C4_3,250,4,1,6081.67,35,0,22,0,57,0.17,0.47,0.05,0.96
1,cf,set3_t1_corr/I250_C4_3,250,4,1,4912.27,28,0,18,0,46,0.13,0.53,0.04,0.93
1,ffdc,set3_t1_corr/I250_C4_3,250,4,1,6081.67,35,0,22,0,57,0.1,0.48,0.03,0.96
1,bfdc-a,set3_t1_corr/I250_C4_4,250,4,1,8584.83,35,28,13,0,76,0.1,0.33,0.02,0.87
1,bfdc-b,set3_t1_corr/I250_C4_4,250,4,1,8197.92,35,28,10,0,73,0.17,0.32,0.11,0.75
1,cf,set3_t1_corr/I250_C4_4,250,4,1,6177.91,35,22,0,0,57,0.16,0.51,0.05,1
1,ffdc,set3_t1_corr/I250_C4_4,250,4,1,8197.92,35,28,10,0,73,0.1,0.34,0.11,0.85
1,bfdc-a,set3_t1_corr/I250_C4_5,250,4,1,6349.3,35,0,22,0,57,0.1,0.47,0.03,0.91
1,bfdc-b,set3_t1_corr/I250_C4_5,250,4,1,6349.3,35,0,22,0,57,0.16,0.47,0.03,0.91
1,cf,set3_t1_corr/I250_C4_5,250,4,1,5042.7,31,0,15,0,46,0.12,0.55,0.04,0.97
1,ffdc,set3_t1_corr/I250_C4_5,250,4,1,6349.3,35,0,22,0,57,0.09,0.47,0.03,0.91
1,bfdc-a,set3_t1_corr/I250_C4_6,250,4,1,6561.61,35,0,25,0,60,0.09,0.45,0.01,0.99
1,bfdc-b,set3_t1_corr/I250_C4_6,250,4,1,6439.15,35,0,24,0,59,0.19,0.41,0.15,0.67
1,cf,set3_t1_corr/I250_C4_6,250,4,1,5014.5,33,0,14,0,47,0.12,0.57,0.11,0.95
1,ffdc,set3_t1_corr/I250_C4_6,250,4,1,6439.15,35,0,24,0,59,0.1,0.41,0.15,0.89
1,bfdc-a,set3_t1_corr/I250_C4_7,250,4,1,10880.86,35,28,31,0,94,0.11,0.28,0.03,0.9
1,bfdc-b,set3_t1_corr/I250_C4_7,250,4,1,10880.86,35,28,31,0,94,0.16,0.28,0.03,0.9
1,cf,set3_t1_corr/I250_C4_7,250,4,1,7818.03,35,28,7,0,70,0.12,0.44,0.01,0.99
1,ffdc,set3_t1_corr/I250_C4_7,250,4,1,10880.86,35,28,31,0,94,0.13,0.3,0.03,0.95
1,bfdc-a,set3_t1_corr/I250_C4_8,250,4,1,6354.03,35,24,0,0,59,0.09,0.46,0.03,0.95
1,bfdc-b,set3_t1_corr/I250_C4_8,250,4,1,6354.03,35,24,0,0,59,0.17,0.46,0.02,0.94
1,cf,set3_t1_corr/I250_C4_8,250,4,1,5064.85,34,14,0,0,48,0.12,0.56,0.04,0.93
1,ffdc,set3_t1_corr/I250_C4_8,250,4,1,6235.11,35,23,0,0,58,0.09,0.48,0.05,0.95
1,bfdc-a,set3_t1_corr/I250_C4_9,250,4,1,6176.99,35,0,22,0,57,0.1,0.45,0.03,0.92
1,bfdc-b,set3_t1_corr/I250_C4_9,250,4,1,6176.99,35,0,22,0,57,0.17,0.45,0.02,0.92
1,cf,set3_t1_corr/I250_C4_9,250,4,1,4803.54,31,0,14,0,45,0.14,0.57,0.11,1
1,ffdc,set3_t1_corr/I250_C4_9,250,4,1,6176.99,35,0,22,0,57,0.09,0.45,0.02,0.92
1,bfdc-a,set3_t1_noncorr/I250_C4_1,250,4,1,7525.76,35,0,33,0,68,0.1,0.38,0.03,0.99
1,bfdc-b,set3_t1_noncorr/I250_C4_1,250,4,1,7525.76,35,0,33,0,68,0.17,0.38,0.02,0.99
1,cf,set3_t1_noncorr/I250_C4_1,250,4,1,6061.85,35,0,21,0,56,0.12,0.49,0.04,0.99
1,ffdc,set3_t1_noncorr/I250_C4_1,250,4,1,7525.76,35,0,33,0,68,0.1,0.39,0.03,0.99
1,bfdc-a,set3_t1_noncorr/I250_C4_10,250,4,1,7268.72,35,28,4,0,67,0.1,0.39,0.02,0.97
1,bfdc-b,set3_t1_noncorr/I250_C4_10,250,4,1,7268.72,35,28,4,0,67,0.18,0.36,0.13,0.58
1,cf,set3_t1_noncorr/I250_C4_10,250,4,1,5609.08,35,18,0,0,53,0.16,0.53,0.04,0.98
1,ffdc,set3_t1_noncorr/I250_C4_10,250,4,1,7268.72,35,28,4,0,67,0.14,0.37,0.13,0.85
1,bfdc-a,set3_t1_noncorr/I250_C4_2,250,4,1,7836.45,35,28,6,0,69,0.11,0.4,0.01,0.97
1,bfdc-b,set3_t1_noncorr/I250_C4_2,250,4,1,7428.25,35,28,3,0,66,0.17,0.37,0.13,0.81
1,cf,set3_t1_noncorr/I250_C4_2,250,4,1,5637.18,35,17,0,0,52,0.12,0.55,0.02,0.99
1,ffdc,set3_t1_noncorr/I250_C4_2,250,4,1,7564.32,35,28,4,0,67,0.14,0.37,0.13,0.84
1,bfdc-a,set3_t1_noncorr/I250_C4_3,250,4,1,6607.43,35,0,26,0,61,0.1,0.44,0.03,0.93
1,bfdc-b,set3_t1_noncorr/I250_C4_3,250,4,1,6368.4,35,0,24,0,59,0.19,0.45,0.04,0.93
1,cf,set3_t1_noncorr/I250_C4_3,250,4,1,5292.75,35,0,15,0,50,0.12,0.55,0.05,0.99
1,ffdc,set3_t1_noncorr/I250_C4_3,250,4,1,6487.92,35,0,25,0,60,0.11,0.41,0.16,0.81
1,bfdc-a,set3_t1_noncorr/I250_C4_4,250,4,1,6477.17,35,0,24,0,59,0.09,0.44,0.03,0.91
1,bfdc-b,set3_t1_noncorr/I250_C4_4,250,4,1,6601.22,35,0,25,0,60,0.18,0.38,0.15,0.71
1,cf,set3_t1_noncorr/I250_C4_4,250,4,1,5236.68,35,0,14,0,49,0.11,0.57,0.02,0.99
1,ffdc,set3_t1_noncorr/I250_C4_4,250,4,1,6477.17,35,0,24,0,59,0.12,0.44,0.03,0.91
1,bfdc-a,set3_t1_noncorr/I250_C4_5,250,4,1,6816.38,35,0,27,0,62,0.09,0.43,0.01,0.9
1,bfdc-b,set3_t1_noncorr/I250_C4_5,250,4,1,6570.72,35,0,25,0,60,0.17,0.4,0.16,0.74
1,cf,set3_t1_noncorr/I250_C4_5,250,4,1,5219.6,35,0,14,0,49,0.12,0.58,0.02,0.97
1,ffdc,set3_t1_noncorr/I250_C4_5,250,4,1,6570.72,35,0,25,0,60,0.09,0.41,0.16,0.98
1,bfdc-a,set3_t1_noncorr/I250_C4_6,250,4,1,6924.64,35,0,26,0,61,0.09,0.43,0.03,0.98
1,bfdc-b,set3_t1_noncorr/I250_C4_6,250,4,1,6792.92,35,0,25,0,60,0.17,0.4,0.15,0.75
1,cf,set3_t1_noncorr/I250_C4_6,250,4,1,5870.9,35,0,18,0,53,0.13,0.48,0.04,0.96
1,ffdc,set3_t1_noncorr/I250_C4_6,250,4,1,6924.64,35,0,26,0,61,0.13,0.45,0.03,0.98
1,bfdc-a,set3_t1_noncorr/I250_C4_7,250,4,1,6290.05,35,0,22,0,57,0.09,0.46,0.03,1
1,bfdc-b,set3_t1_noncorr/I250_C4_7,250,4,1,6163.23,35,0,21,0,56,0.16,0.47,0.03,1
1,cf,set3_t1_noncorr/I250_C4_7,250,4,1,4648.67,30,0,13,0,43,0.14,0.61,0.15,0.99
1,ffdc,set3_t1_noncorr/I250_C4_7,250,4,1,6290.05,35,0,22,0,57,0.13,0.48,0.01,1
1,bfdc-a,set3_t1_noncorr/I250_C4_8,250,4,1,7410.14,35,0,32,0,67,0.1,0.37,0.02,1
1,bfdc-b,set3_t1_noncorr/I250_C4_8,250,4,1,7532.33,35,0,33,0,68,0.18,0.34,0.18,0.75
1,cf,set3_t1_noncorr/I250_C4_8,250,4,1,5943.84,35,0,20,0,55,0.12,0.51,0.04,1
1,ffdc,set3_t1_noncorr/I250_C4_8,250,4,1,7410.14,35,0,32,0,67,0.1,0.4,0.03,1
1,bfdc-a,set3_t1_noncorr/I250_C4_9,250,4,1,7653.87,35,0,34,0,69,0.1,0.39,0.03,0.99
1,bfdc-b,set3_t1_noncorr/I250_C4_9,250,4,1,7287.35,35,0,31,0,66,0.16,0.34,0.11,0.6
1,cf,set3_t1_noncorr/I250_C4_9,250,4,1,5821.28,35,0,19,0,54,0.12,0.52,0.05,0.98
1,ffdc,set3_t1_noncorr/I250_C4_9,250,4,1,7409.53,35,0,32,0,67,0.09,0.34,0.11,0.81
1,bfdc-a,set3_t1_corr/I250_C5_1,250,5,1,8389.75,35,0,39,0,74,0.11,0.37,0.02,0.97
1,bfdc-b,set3_t1_corr/I250_C5_1,250,5,1,8389.75,35,0,39,0,74,0.19,0.37,0.02,0.97
1,cf,set3_t1_corr/I250_C5_1,250,5,1,7261.35,35,0,30,0,65,0.14,0.44,0.02,0.96
1,ffdc,set3_t1_corr/I250_C5_1,250,5,1,8389.75,35,0,39,0,74,0.1,0.38,0.02,0.97
1,bfdc-a,set3_t1_corr/I250_C5_10,250,5,1,11871.95,35,28,40,0,103,0.11,0.25,0.02,0.94
1,bfdc-b,set3_t1_corr/I250_C5_10,250,5,1,11871.95,35,28,40,0,103,0.2,0.25,0.02,0.94
1,cf,set3_t1_corr/I250_C5_10,250,5,1,8564.73,35,28,14,0,77,0.14,0.38,0.02,0.97
1,ffdc,set3_t1_corr/I250_C5_10,250,5,1,11871.95,35,28,40,0,103,0.14,0.26,0.02,0.94
1,bfdc-a,set3_t1_corr/I250_C5_2,250,5,1,12945.61,35,28,46,0,109,0.1,0.24,0.03,0.87
1,bfdc-b,set3_t1_corr/I250_C5_2,250,5,1,12814.5,35,28,45,0,108,0.18,0.24,0.03,0.87
1,cf,set3_t1_corr/I250_C5_2,250,5,1,9143.49,35,28,17,0,80,0.14,0.37,0.03,0.94
1,ffdc,set3_t1_corr/I250_C5_2,250,5,1,12945.61,35,28,46,0,109,0.14,0.26,0.03,0.96
1,bfdc-a,set3_t1_corr/I250_C5_3,250,5,1,6433.71,35,0,25,0,60,0.11,0.45,0.03,0.95
1,bfdc-b,set3_t1_corr/I250_C5_3,250,5,1,6551.06,35,0,26,0,61,0.18,0.45,0.01,0.95
1,cf,set3_t1_corr/I250_C5_3,250,5,1,5142.88,35,0,14,0,49,0.14,0.59,0.04,0.98
1,ffdc,set3_t1_corr/I250_C5_3,250,5,1,6551.06,35,0,26,0,61,0.11,0.45,0.01,0.95
1,bfdc-a,set3_t1_corr/I250_C5_4,250,5,1,12066.96,35,28,40,0,103,0.11,0.24,0.01,0.88
1,bfdc-b,set3_t1_corr/I250_C5_4,250,5,1,12066.96,35,28,40,0,103,0.19,0.24,0.01,0.88
1,cf,set3_t1_corr/I250_C5_4,250,5,1,8197.92,35,28,10,0,73,0.13,0.39,0.02,0.99
1,ffdc,set3_t1_corr/I250_C5_4,250,5,1,11937.99,35,28,39,0,102,0.13,0.2,0.07,0.6
1,bfdc-a,set3_t1_corr/I250_C5_5,250,5,1,6867.35,35,0,26,0,61,0.1,0.44,0.03,0.97
1,bfdc-b,set3_t1_corr/I250_C5_5,250,5,1,6737.84,35,0,25,0,60,0.19,0.39,0.16,0.71
1,cf,set3_t1_corr/I250_C5_5,250,5,1,5442.7,35,0,15,0,50,0.14,0.58,0.08,0.99
1,ffdc,set3_t1_corr/I250_C5_5,250,5,1,6737.84,35,0,25,0,60,0.1,0.39,0.16,0.86
1,bfdc-a,set3_t1_corr/I250_C5_6,250,5,1,7418.87,35,0,32,0,67,0.1,0.41,0.03,0.99
1,bfdc-b,set3_t1_corr/I250_C5_6,250,5,1,7663.8,35,0,34,0,69,0.21,0.39,0.01,0.97
1,cf,set3_t1_corr/I250_C5_6,250,5,1,6316.69,35,0,23,0,58,0.13,0.5,0.03,0.96
1,ffdc,set3_t1_corr/I250_C5_6,250,5,1,7663.8,35,0,34,0,69,0.1,0.4,0.03,0.99
1,bfdc-a,set3_t1_corr/I250_C5_7,250,5,1,13688.46,35,28,53,0,116,0.11,0.24,0.03,0.98
1,bfdc-b,set3_t1_corr/I250_C5_7,250,5,1,13688.46,35,28,53,0,116,0.19,0.24,0.03,0.98
1,cf,set3_t1_corr/I250_C5_7,250,5,1,10625.63,35,28,29,0,92,0.14,0.32,0.01,0.9
1,ffdc,set3_t1_corr/I250_C5_7,250,5,1,13688.46,35,28,53,0,116,0.14,0.25,0.03,0.98
1,bfdc-a,set3_t1_corr/I250_C5_8,250,5,1,6829.7,35,28,0,0,63,0.1,0.43,0.02,0.82
1,bfdc-b,set3_t1_corr/I250_C5_8,250,5,1,6710.78,35,27,0,0,62,0.18,0.44,0.02,0.95
1,cf,set3_t1_corr/I250_C5_8,250,5,1,5521.6,35,17,0,0,52,0.12,0.57,0.02,1
1,ffdc,set3_t1_corr/I250_C5_8,250,5,1,6829.7,35,28,0,0,63,0.12,0.43,0.02,0.82
1,bfdc-a,set3_t1_corr/I250_C5_9,250,5,1,7758.85,35,0,35,0,70,0.1,0.37,0.02,0.99
1,bfdc-b,set3_t1_corr/I250_C5_9,250,5,1,7393.81,35,0,32,0,67,0.2,0.34,0.16,0.57
1,cf,set3_t1_corr/I250_C5_9,250,5,1,6420.36,35,0,24,0,59,0.13,0.49,0.04,0.98
1,ffdc,set3_t1_corr/I250_C5_9,250,5,1,7637.17,35,0,34,0,69,0.1,0.34,0.13,0.82
1,bfdc-a,set3_t1_noncorr/I250_C5_1,250,5,1,8623.7,35,0,42,0,77,0.11,0.34,0.05,0.96
1,bfdc-b,set3_t1_noncorr/I250_C5_1,250,5,1,8623.7,35,0,42,0,77,0.18,0.34,0.05,0.96
1,cf,set3_t1_noncorr/I250_C5_1,250,5,1,6915.8,35,0,28,0,63,0.14,0.46,0.04,0.98
1,ffdc,set3_t1_noncorr/I250_C5_1,250,5,1,8623.7,35,0,42,0,77,0.14,0.35,0.05,0.96
1,bfdc-a,set3_t1_noncorr/I250_C5_10,250,5,1,8366.59,35,28,13,0,76,0.11,0.35,0.03,0.98
1,bfdc-b,set3_t1_noncorr/I250_C5_10,250,5,1,8244.6,35,28,12,0,75,0.2,0.31,0.12,0.5
1,cf,set3_t1_noncorr/I250_C5_10,250,5,1,6546.44,35,26,0,0,61,0.13,0.47,0.03,0.96
1,ffdc,set3_t1_noncorr/I250_C5_10,250,5,1,8122.62,35,28,11,0,74,0.11,0.32,0.12,0.76
1,bfdc-a,set3_t1_noncorr/I250_C5_2,250,5,1,8788.9,35,28,13,0,76,0.11,0.36,0.01,0.95
1,bfdc-b,set3_t1_noncorr/I250_C5_2,250,5,1,8652.84,35,28,12,0,75,0.2,0.3,0.11,0.59
1,cf,set3_t1_noncorr/I250_C5_2,250,5,1,6391.48,35,23,0,0,58,0.13,0.52,0.04,0.99
1,ffdc,set3_t1_noncorr/I250_C5_2,250,5,1,8788.9,35,28,13,0,76,0.11,0.37,0.01,0.95
1,bfdc-a,set3_t1_noncorr/I250_C5_3,250,5,1,7563.57,35,0,34,0,69,0.11,0.4,0.02,0.99
1,bfdc-b,set3_t1_noncorr/I250_C5_3,250,5,1,7683.08,35,0,35,0,70,0.2,0.39,0.01,0.99
1,cf,set3_t1_noncorr/I250_C5_3,250,5,1,6009.85,35,0,21,0,56,0.13,0.55,0.03,0.99
1,ffdc,set3_t1_noncorr/I250_C5_3,250,5,1,7563.57,35,0,34,0,69,0.14,0.41,0.02,0.99
1,bfdc-a,set3_t1_noncorr/I250_C5_4,250,5,1,7097.42,35,0,29,0,64,0.1,0.42,0.03,0.99
1,bfdc-b,set3_t1_noncorr/I250_C5_4,250,5,1,6973.37,35,0,28,0,63,0.21,0.35,0.16,0.64
1,cf,set3_t1_noncorr/I250_C5_4,250,5,1,5980.98,35,0,20,0,55,0.14,0.52,0.02,0.98
1,ffdc,set3_t1_noncorr/I250_C5_4,250,5,1,7097.42,35,0,29,0,64,0.11,0.42,0.03,0.99
1,bfdc-a,set3_t1_noncorr/I250_C5_5,250,5,1,7553.35,35,0,33,0,68,0.1,0.39,0.01,0.94
1,bfdc-b,set3_t1_noncorr/I250_C5_5,250,5,1,7676.18,35,0,34,0,69,0.18,0.38,0.03,0.94
